170,2.7710843
180,2.6900585
190,2.6675258
200,2.601626
210,2.5592647
220,2.5173295
230,2.4871588
240,2.440858
250,2.4188948
260,2.3881252
270,2.3617468
280,2.356021
290,2.347291
300,2.3429542
310,2.3438494
320,2.337702
330,2.3264296
340,2.3159595
350,2.3096585
360,2.298961
370,2.2897756
380,2.2700713
390,2.2612662
400,2.2460036
410,2.23315
420,2.2277596
430,2.2193406
440,2.2049031
450,2.1948729
460,2.184155
470,2.1749582
480,2.16253
490,2.1551454
500,2.1482234
510,2.137624
520,2.1231718
530,2.1157393
540,2.1006668
550,2.0942674
560,2.082864
570,2.0742428
580,2.0701656
590,2.0619538
600,2.057284
610,2.0527036
620,2.04975
630,2.0333266
640,2.0320458
650,2.027858
660,2.0207052
670,2.017508
680,2.0074143
690,1.9994249
700,1.989534
710,1.9831268
720,1.9679644
730,1.9599936
740,1.9575932
750,1.9431438
760,1.9316608
770,1.9185319
780,1.9028307
790,1.8884686
800,1.8662394
810,1.8431761
820,1.818237
830,1.7884454
840,1.756113
850,1.7253311
860,1.6967764
