100,0.0
200,1.633414
300,1.4434403
400,1.1927243
500,1.0555992
600,0.9620741
700,0.9056752
800,0.86812794
900,0.8303822
1000,0.765983
1100,0.7228705
1200,0.67040575
1300,0.63696337
1400,0.60846895
1500,0.56061316
1600,0.51848334
1700,0.48687026
1800,0.47530597
1900,0.46007314
2000,0.4430149
2100,0.44023457
2200,0.43984488
2300,0.43984488
2400,0.43984488
2500,0.43984488
2600,0.43984488
2700,0.43984488
100,0.0
200,1.633414
300,1.4052973
400,1.1654431
100,0.0
200,1.633414
300,1.4434403
400,1.1927243
500,1.0555992
600,0.9620741
700,0.9056752
800,0.86812794
900,0.8303822
1000,0.765983
1100,0.7228705
1200,0.67040575
1300,0.63696337
1400,0.60846895
1500,0.56061316
1600,0.51848334
1700,0.48687026
1800,0.47530597
1900,0.46007314
2000,0.4430149
2100,0.44023457
2200,0.43984488
2300,0.43984488
2400,0.43984488
2500,0.43984488
2600,0.43984488
2700,0.43984488
2800,0.43984488
2900,0.43984488
3000,0.43984488
3100,0.43984488
3200,0.43984488
3300,0.43984488
3400,0.43984488
3500,0.43984488
3600,0.43984488
3700,0.43984488
3800,0.43984488
3900,0.43984488
4000,0.43984488
4100,0.43984488
4200,0.43984488
4300,0.43984488
4400,0.43984488
4500,0.43984488
4600,0.43984488
4700,0.43984488
4800,0.43984488
4900,0.43984488
5000,0.43984488
100,0.0
200,1.633414
300,1.4434403
400,1.1927243
500,1.0555992
600,0.9620741
700,0.9056752
800,0.86812794
900,0.8303822
1000,0.765983
1100,0.7228705
