100,7
200,17
300,21
400,22
500,23
600,29
700,29
800,30
900,30
1000,38
1100,38
1200,46
1300,55
1400,59
1500,65
1600,69
1700,88
1800,90
1900,95
2000,102
2100,112
2200,121
2300,135
2400,138
2500,145
2600,154
2700,162
2800,175
2900,186
3000,193
3100,198
3200,205
3300,215
3400,221
3500,225
3600,235
3700,248
3800,256
3900,259
4000,271
4100,279
4200,289
4300,297
4400,300
4500,308
4600,315
4700,322
4800,326
4900,332
5000,339
5100,351
5200,363
5300,370
100,7
200,17
100,45
200,74
300,71
400,64
500,63
600,64
700,57
800,64
900,64
1000,62
1100,62
1200,55
1300,69
1400,89
1500,82
1600,69
1700,75
1800,70
1900,84
2000,84
2100,96
2200,87
2300,95
2400,78
2500,80
2600,81
2700,100
2800,85
2900,71
3000,73
3100,79
3200,82
3300,87
3400,89
3500,83
3600,91
3700,74
3800,90
3900,108
4000,106
4100,104
4200,80
4300,83
4400,77
4500,88
4600,73
4700,77
4800,68
4900,69
5000,68
5100,71
5200,70
5300,70
5400,74
5500,81
5600,70
5700,90
5800,82
5900,73
6000,61
6100,62
6200,66
6300,78
6400,101
6500,104
6600,102
6700,103
6800,103
6900,95
7000,115
7100,61
7200,8
7300,1
7400,1
7500,1
7600,1
7700,1
7800,1
7900,1
8000,1
8100,1
8200,1
8300,1
8400,1
8500,1
8600,1
8700,1
8800,1
8900,1
9000,1
9100,1
9200,1
9300,1
9400,1
9500,1
9600,1
9700,1
9800,1
9900,1
10000,1
10100,1
10200,1
10300,1
10400,1
10500,1
10600,1
10700,1
10800,1
10900,1
11000,1
11100,1
11200,1
11300,1
11400,1
100,45
200,83
300,77
400,67
500,54
600,65
700,62
800,63
900,59
1000,59
1100,53
1200,56
1300,71
1400,74
1500,75
1600,67
1700,73
1800,72
1900,80
2000,70
2100,75
2200,81
2300,88
2400,75
2500,73
2600,84
2700,102
2800,94
2900,79
3000,102
3100,108
3200,109
3300,124
3400,132
3500,126
3600,129
3700,126
3800,145
3900,156
4000,153
4100,144
4200,133
4300,117
4400,104
4500,102
4600,98
4700,92
4800,99
4900,97
5000,74
5100,68
5200,60
5300,65
5400,73
5500,75
5600,70
5700,90
5800,80
5900,64
6000,57
6100,58
6200,60
6300,85
6400,115
6500,114
6600,116
6700,98
6800,99
6900,102
7000,112
